Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Fate/stay night: Unlimited Blade Works,357,137,8.19,637065.0,1005932,15825,TV,12,Finished Airing,Fall,2014,ufotable,Supernatural,
Gintama,18,138,8.94,375199.0,1005351,57005,TV,201,Finished Airing,Spring,2006,Sunrise,Action,Shounen
Gintama,18,138,8.94,375199.0,1005351,57005,TV,201,Finished Airing,Spring,2006,Sunrise,Comedy,Shounen
Gintama,18,138,8.94,375199.0,1005351,57005,TV,201,Finished Airing,Spring,2006,Sunrise,Sci-Fi,Shounen
Mahouka Koukou no Rettousei,2072,139,7.41,557026.0,1005260,10775,TV,26,Finished Airing,Spring,2014,Madhouse,Action,
Mahouka Koukou no Rettousei,2072,139,7.41,557026.0,1005260,10775,TV,26,Finished Airing,Spring,2014,Madhouse,Romance,
Mahouka Koukou no Rettousei,2072,139,7.41,557026.0,1005260,10775,TV,26,Finished Airing,Spring,2014,Madhouse,Sci-Fi,
Mahouka Koukou no Rettousei,2072,139,7.41,557026.0,1005260,10775,TV,26,Finished Airing,Spring,2014,Madhouse,Supernatural,
K-On!,828,140,7.85,546087.0,999469,22970,TV,13,Finished Airing,Spring,2009,Kyoto Animation,,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,330,141,8.22,645673.0,996072,15607,TV,13,Finished Airing,Spring,2015,feel.,Comedy,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,330,141,8.22,645673.0,996072,15607,TV,13,Finished Airing,Spring,2015,feel.,Romance,
Magi: The Labyrinth of Magic,555,142,8.02,526584.0,991556,8915,TV,25,Finished Airing,Fall,2012,A-1 Pictures,Action,Shounen
Magi: The Labyrinth of Magic,555,142,8.02,526584.0,991556,8915,TV,25,Finished Airing,Fall,2012,A-1 Pictures,Adventure,Shounen
Magi: The Labyrinth of Magic,555,142,8.02,526584.0,991556,8915,TV,25,Finished Airing,Fall,2012,A-1 Pictures,Fantasy,Shounen
Tonari no Totoro,296,143,8.25,643041.0,986525,7765,Movie,1,Finished Airing,,1988,Studio Ghibli,Adventure,
Tonari no Totoro,296,143,8.25,643041.0,986525,7765,Movie,1,Finished Airing,,1988,Studio Ghibli,Award Winning,
Tonari no Totoro,296,143,8.25,643041.0,986525,7765,Movie,1,Finished Airing,,1988,Studio Ghibli,Supernatural,
Date A Live,3294,144,7.16,553889.0,975486,9362,TV,12,Finished Airing,Spring,2013,Others,Comedy,
Date A Live,3294,144,7.16,553889.0,975486,9362,TV,12,Finished Airing,Spring,2013,Others,Romance,
Date A Live,3294,144,7.16,553889.0,975486,9362,TV,12,Finished Airing,Spring,2013,Others,Sci-Fi,
Golden Time,1054,145,7.74,513915.0,971390,12488,TV,24,Finished Airing,Fall,2013,J.C.Staff,Comedy,
Golden Time,1054,145,7.74,513915.0,971390,12488,TV,24,Finished Airing,Fall,2013,J.C.Staff,Drama,
Golden Time,1054,145,7.74,513915.0,971390,12488,TV,24,Finished Airing,Fall,2013,J.C.Staff,Romance,
ReLIFE,612,146,7.98,543071.0,971262,9551,TV,13,Finished Airing,Summer,2016,TMS Entertainment,Drama,
ReLIFE,612,146,7.98,543071.0,971262,9551,TV,13,Finished Airing,Summer,2016,TMS Entertainment,Romance,
Dragon Ball,632,147,7.96,629015.0,970712,14644,TV,153,Finished Airing,Winter,1986,Toei Animation,Adventure,Shounen
Dragon Ball,632,147,7.96,629015.0,970712,14644,TV,153,Finished Airing,Winter,1986,Toei Animation,Comedy,Shounen
Dragon Ball,632,147,7.96,629015.0,970712,14644,TV,153,Finished Airing,Winter,1986,Toei Animation,Fantasy,Shounen
Sword Art Online: Alicization,1528,148,7.56,573384.0,970238,6952,TV,24,Finished Airing,Fall,2018,A-1 Pictures,Action,
Sword Art Online: Alicization,1528,148,7.56,573384.0,970238,6952,TV,24,Finished Airing,Fall,2018,A-1 Pictures,Adventure,
Sword Art Online: Alicization,1528,148,7.56,573384.0,970238,6952,TV,24,Finished Airing,Fall,2018,A-1 Pictures,Fantasy,
Monster,26,149,8.86,348173.0,969926,44850,TV,74,Finished Airing,Spring,2004,Madhouse,Drama,Seinen
Monster,26,149,8.86,348173.0,969926,44850,TV,74,Finished Airing,Spring,2004,Madhouse,Mystery,Seinen
Monster,26,149,8.86,348173.0,969926,44850,TV,74,Finished Airing,Spring,2004,Madhouse,Suspense,Seinen
Prison School,1378,150,7.61,563102.0,950630,7021,TV,12,Finished Airing,Summer,2015,J.C.Staff,Comedy,Seinen
Prison School,1378,150,7.61,563102.0,950630,7021,TV,12,Finished Airing,Summer,2015,J.C.Staff,Romance,Seinen
Prison School,1378,150,7.61,563102.0,950630,7021,TV,12,Finished Airing,Summer,2015,J.C.Staff,Ecchi,Seinen
Overlord II,1002,151,7.76,586549.0,945604,4260,TV,13,Finished Airing,Winter,2018,Madhouse,Action,
Overlord II,1002,151,7.76,586549.0,945604,4260,TV,13,Finished Airing,Winter,2018,Madhouse,Adventure,
Overlord II,1002,151,7.76,586549.0,945604,4260,TV,13,Finished Airing,Winter,2018,Madhouse,Fantasy,
Black Lagoon,539,152,8.03,461525.0,939321,17229,TV,12,Finished Airing,Spring,2006,Madhouse,,Seinen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,A-1 Pictures,Action,Shounen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,A-1 Pictures,Adventure,Shounen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,A-1 Pictures,Fantasy,Shounen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,Bridge,Action,Shounen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,Bridge,Adventure,Shounen
Fairy Tail (2014),1232,153,7.66,527815.0,937639,11755,TV,102,Finished Airing,Spring,2014,Bridge,Fantasy,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,88,154,8.58,618349.0,930387,29772,TV,39,Finished Airing,Fall,2018,David Production,Action,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,88,154,8.58,618349.0,930387,29772,TV,39,Finished Airing,Fall,2018,David Production,Adventure,Shounen
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,88,154,8.58,618349.0,930387,29772,TV,39,Finished Airing,Fall,2018,David Production,Supernatural,Shounen
Dr. Stone: Stone Wars,370,155,8.18,511316.0,921962,7009,TV,11,Finished Airing,Winter,2021,TMS Entertainment,Adventure,Shounen
Dr. Stone: Stone Wars,370,155,8.18,511316.0,921962,7009,TV,11,Finished Airing,Winter,2021,TMS Entertainment,Comedy,Shounen
Dr. Stone: Stone Wars,370,155,8.18,511316.0,921962,7009,TV,11,Finished Airing,Winter,2021,TMS Entertainment,Sci-Fi,Shounen
Shokugeki no Souma: San no Sara,558,156,8.02,561799.0,920524,2620,TV,12,Finished Airing,Fall,2017,J.C.Staff,Gourmet,Shounen
Shokugeki no Souma: San no Sara,558,156,8.02,561799.0,920524,2620,TV,12,Finished Airing,Fall,2017,J.C.Staff,Ecchi,Shounen
Fate/stay night,2656,157,7.28,495383.0,903730,7113,TV,24,Finished Airing,Winter,2006,Studio Deen,Action,
Fate/stay night,2656,157,7.28,495383.0,903730,7113,TV,24,Finished Airing,Winter,2006,Studio Deen,Fantasy,
Fate/stay night,2656,157,7.28,495383.0,903730,7113,TV,24,Finished Airing,Winter,2006,Studio Deen,Romance,
Fate/stay night,2656,157,7.28,495383.0,903730,7113,TV,24,Finished Airing,Winter,2006,Studio Deen,Supernatural,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,423300.0,903411,16284,TV,25,Finished Airing,Spring,2007,Bones,Action,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,423300.0,903411,16284,TV,25,Finished Airing,Spring,2007,Bones,Mystery,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,423300.0,903411,16284,TV,25,Finished Airing,Spring,2007,Bones,Sci-Fi,
Wotaku ni Koi wa Muzukashii,661,159,7.94,480672.0,902088,10811,TV,11,Finished Airing,Spring,2018,A-1 Pictures,,
"Kanojo, Okarishimasu",3617,160,7.1,571024.0,897187,8057,TV,12,Finished Airing,Summer,2020,TMS Entertainment,Comedy,Shounen
"Kanojo, Okarishimasu",3617,160,7.1,571024.0,897187,8057,TV,12,Finished Airing,Summer,2020,TMS Entertainment,Romance,Shounen
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,CoMix Wave Films,Award Winning,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,CoMix Wave Films,Drama,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,CoMix Wave Films,Fantasy,
Tenki no Ko,249,161,8.3,536633.0,894975,11355,Movie,1,Finished Airing,,2019,CoMix Wave Films,Romance,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Lerche,Horror,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2980,162,7.22,518117.0,894751,8086,TV,13,Finished Airing,Summer,2013,Lerche,Mystery,
Byousoku 5 Centimeter,1439,163,7.58,535164.0,894331,10594,Movie,3,Finished Airing,,2007,CoMix Wave Films,Drama,
Byousoku 5 Centimeter,1439,163,7.58,535164.0,894331,10594,Movie,3,Finished Airing,,2007,CoMix Wave Films,Romance,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,SILVER LINK.,Action,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,SILVER LINK.,Fantasy,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,SILVER LINK.,Romance,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,SILVER LINK.,Ecchi,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Others,Action,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Others,Fantasy,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Others,Romance,
Rakudai Kishi no Cavalry,1892,164,7.45,524617.0,892001,8412,TV,12,Finished Airing,Fall,2015,Others,Ecchi,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Doga Kobo,Drama,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Doga Kobo,Romance,
Plastic Memories,706,165,7.91,446317.0,888033,11341,TV,13,Finished Airing,Spring,2015,Doga Kobo,Sci-Fi,
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,CloverWorks,Comedy,Seinen
Sono Bisque Doll wa Koi wo Suru,281,166,8.26,523348.0,885283,18152,TV,12,Finished Airing,Winter,2022,CloverWorks,Ecchi,Seinen
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Kinema Citrus,Action,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Kinema Citrus,Mystery,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Kinema Citrus,Sci-Fi,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Orange,Action,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Orange,Mystery,
Black Bullet,3605,167,7.1,471677.0,884433,3687,TV,13,Finished Airing,Spring,2014,Orange,Sci-Fi,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,Doga Kobo,Comedy,
Gekkan Shoujo Nozaki-kun,832,168,7.84,484148.0,883232,10681,TV,12,Finished Airing,Summer,2014,Doga Kobo,Romance,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kyoto Animation,Award Winning,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kyoto Animation,Comedy,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kyoto Animation,Mystery,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kyoto Animation,Sci-Fi,
Suzumiya Haruhi no Yuuutsu,854,169,7.83,461152.0,879275,14810,TV,14,Finished Airing,Spring,2006,Kyoto Animation,Slice of Life,
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Madhouse,Action,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Madhouse,Horror,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Madhouse,Supernatural,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Satelight,Action,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Satelight,Horror,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Satelight,Supernatural,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Graphinica,Action,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Graphinica,Horror,Seinen
Hellsing Ultimate,201,170,8.36,453847.0,872368,20671,OVA,10,Finished Airing,,2006,Graphinica,Supernatural,Seinen
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,TNK,Action,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,TNK,Comedy,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,TNK,Romance,
High School DxD New,1805,171,7.48,569007.0,870878,4449,TV,12,Finished Airing,Summer,2013,TNK,Ecchi,
Kimi ni Todoke,588,172,8.0,423570.0,869708,12534,TV,25,Finished Airing,Fall,2009,Production I.G,Drama,Shoujo
Kimi ni Todoke,588,172,8.0,423570.0,869708,12534,TV,25,Finished Airing,Fall,2009,Production I.G,Romance,Shoujo
Ao Haru Ride,1278,173,7.64,467034.0,869251,9897,TV,12,Finished Airing,Summer,2014,Production I.G,,Shoujo
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Action,
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Comedy,
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Mystery,
Baccano!,190,174,8.37,367675.0,867102,22762,TV,13,Finished Airing,Summer,2007,"""Brains Base""",Supernatural,
Kimi no Suizou wo Tabetai,101,175,8.56,516621.0,866481,18991,Movie,1,Finished Airing,,2018,Others,Drama,
Kimi no Suizou wo Tabetai,101,175,8.56,516621.0,866481,18991,Movie,1,Finished Airing,,2018,Others,Romance,
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,Tezuka Productions,Comedy,Shounen
5-toubun no Hanayome,1204,176,7.67,559432.0,866183,13025,TV,12,Finished Airing,Winter,2019,Tezuka Productions,Romance,Shounen
Yakusoku no Neverland 2nd Season,12296,177,5.32,432844.0,864026,4504,TV,11,Finished Airing,Winter,2021,CloverWorks,Sci-Fi,Shounen
Yakusoku no Neverland 2nd Season,12296,177,5.32,432844.0,864026,4504,TV,11,Finished Airing,Winter,2021,CloverWorks,Suspense,Shounen
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Gainax,Avant Garde,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Gainax,Drama,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Gainax,Sci-Fi,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Production I.G,Avant Garde,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Production I.G,Drama,
Neon Genesis Evangelion: The End of Evangelion,104,178,8.55,571495.0,857592,26586,Movie,1,Finished Airing,,1997,Production I.G,Sci-Fi,
Haikyuu!! To the Top,200,179,8.36,523358.0,853730,4971,TV,13,Finished Airing,Winter,2020,Production I.G,,Shounen
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Others,Action,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Others,Adventure,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Others,Drama,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Others,Fantasy,
Kami no Tou,1516,180,7.56,493830.0,848489,6081,TV,13,Finished Airing,Spring,2020,Others,Mystery,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,Others,Action,
Youjo Senki,626,181,7.97,462318.0,847336,11453,TV,12,Finished Airing,Winter,2017,Others,Fantasy,
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Wit Studio,Drama,Shounen
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Wit Studio,Fantasy,Shounen
Mahoutsukai no Yome,513,182,8.06,352157.0,846063,11005,TV,24,Finished Airing,Fall,2017,Wit Studio,Romance,Shounen
Tensei shitara Slime Datta Ken 2nd Season,184,183,8.39,477062.0,842213,10204,TV,12,Finished Airing,Winter,2021,8bit,Action,
Tensei shitara Slime Datta Ken 2nd Season,184,183,8.39,477062.0,842213,10204,TV,12,Finished Airing,Winter,2021,8bit,Adventure,
Tensei shitara Slime Datta Ken 2nd Season,184,183,8.39,477062.0,842213,10204,TV,12,Finished Airing,Winter,2021,8bit,Comedy,
Tensei shitara Slime Datta Ken 2nd Season,184,183,8.39,477062.0,842213,10204,TV,12,Finished Airing,Winter,2021,8bit,Fantasy,
The God of High School,3774,184,7.07,475398.0,837970,3983,TV,13,Finished Airing,Summer,2020,MAPPA,Action,
The God of High School,3774,184,7.07,475398.0,837970,3983,TV,13,Finished Airing,Summer,2020,MAPPA,Fantasy,
Nichijou,142,185,8.46,343445.0,837072,22170,TV,26,Finished Airing,Spring,2011,Kyoto Animation,,Shounen
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,MAPPA,Award Winning,
Yuri!!! on Ice,737,186,7.9,502820.0,835558,19955,TV,12,Finished Airing,Fall,2016,MAPPA,Sports,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,Madhouse,Action,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,Madhouse,Adventure,
Overlord III,703,187,7.92,516939.0,833086,5206,TV,13,Finished Airing,Summer,2018,Madhouse,Fantasy,
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Bones,Action,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Bones,Comedy,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Bones,Fantasy,Shounen
Kekkai Sensen,1402,188,7.6,368445.0,827449,7467,TV,12,Finished Airing,Spring,2015,Bones,Supernatural,Shounen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,Madhouse,Action,Seinen
Btooom!,2576,189,7.3,473811.0,822630,3329,TV,12,Finished Airing,Fall,2012,Madhouse,Sci-Fi,Seinen
No Game No Life: Zero,344,190,8.2,443482.0,817169,7468,Movie,1,Finished Airing,,2017,Madhouse,Drama,
No Game No Life: Zero,344,190,8.2,443482.0,817169,7468,Movie,1,Finished Airing,,2017,Madhouse,Fantasy,
No Game No Life: Zero,344,190,8.2,443482.0,817169,7468,Movie,1,Finished Airing,,2017,Madhouse,Romance,
Steins;Gate 0,114,191,8.53,392532.0,813446,11189,TV,23,Finished Airing,Spring,2018,White Fox,Drama,
Steins;Gate 0,114,191,8.53,392532.0,813446,11189,TV,23,Finished Airing,Spring,2018,White Fox,Sci-Fi,
Steins;Gate 0,114,191,8.53,392532.0,813446,11189,TV,23,Finished Airing,Spring,2018,White Fox,Suspense,
Boruto: Naruto Next Generations,10862,192,5.7,401924.0,811292,6870,TV,0,Currently Airing,Spring,2017,Pierrot,Action,Shounen
Boruto: Naruto Next Generations,10862,192,5.7,401924.0,811292,6870,TV,0,Currently Airing,Spring,2017,Pierrot,Adventure,Shounen
Boruto: Naruto Next Generations,10862,192,5.7,401924.0,811292,6870,TV,0,Currently Airing,Spring,2017,Pierrot,Fantasy,Shounen
Kotonoha no Niwa,727,193,7.9,488174.0,808312,6685,Movie,1,Finished Airing,,2013,CoMix Wave Films,Award Winning,
Kotonoha no Niwa,727,193,7.9,488174.0,808312,6685,Movie,1,Finished Airing,,2013,CoMix Wave Films,Drama,
Kotonoha no Niwa,727,193,7.9,488174.0,808312,6685,Movie,1,Finished Airing,,2013,CoMix Wave Films,Romance,
Fate/stay night: Unlimited Blade Works 2nd Season,227,194,8.32,533465.0,807493,8975,TV,13,Finished Airing,Spring,2015,ufotable,Action,
Fate/stay night: Unlimited Blade Works 2nd Season,227,194,8.32,533465.0,807493,8975,TV,13,Finished Airing,Spring,2015,ufotable,Fantasy,
Fate/stay night: Unlimited Blade Works 2nd Season,227,194,8.32,533465.0,807493,8975,TV,13,Finished Airing,Spring,2015,ufotable,Supernatural,
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Pierrot,Action,Seinen
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Pierrot,Fantasy,Seinen
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Pierrot,Horror,Seinen
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Others,Action,Seinen
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Others,Fantasy,Seinen
Tokyo Ghoul:re 2nd Season,7153,195,6.42,480393.0,806682,2657,TV,12,Finished Airing,Fall,2018,Others,Horror,Seinen
Kuroko no Basket 2nd Season,319,196,8.22,512849.0,805346,4297,TV,25,Finished Airing,Fall,2013,Production I.G,,Shounen
Magi: The Kingdom of Magic,321,197,8.22,437785.0,803402,7547,TV,25,Finished Airing,Fall,2013,A-1 Pictures,Action,Shounen
Magi: The Kingdom of Magic,321,197,8.22,437785.0,803402,7547,TV,25,Finished Airing,Fall,2013,A-1 Pictures,Adventure,Shounen
Magi: The Kingdom of Magic,321,197,8.22,437785.0,803402,7547,TV,25,Finished Airing,Fall,2013,A-1 Pictures,Fantasy,Shounen
Masamune-kun no Revenge,5312,198,6.74,468898.0,802582,3052,TV,12,Finished Airing,Winter,2017,SILVER LINK.,Comedy,Shounen
Masamune-kun no Revenge,5312,198,6.74,468898.0,802582,3052,TV,12,Finished Airing,Winter,2017,SILVER LINK.,Romance,Shounen
Akatsuki no Yona,537,199,8.03,391161.0,799804,15242,TV,24,Finished Airing,Fall,2014,Pierrot,Action,Shoujo
Akatsuki no Yona,537,199,8.03,391161.0,799804,15242,TV,24,Finished Airing,Fall,2014,Pierrot,Adventure,Shoujo
Akatsuki no Yona,537,199,8.03,391161.0,799804,15242,TV,24,Finished Airing,Fall,2014,Pierrot,Fantasy,Shoujo
Akatsuki no Yona,537,199,8.03,391161.0,799804,15242,TV,24,Finished Airing,Fall,2014,Pierrot,Romance,Shoujo
Kokoro Connect,1026,200,7.75,404968.0,798705,7790,TV,13,Finished Airing,Summer,2012,SILVER LINK.,Drama,
Kokoro Connect,1026,200,7.75,404968.0,798705,7790,TV,13,Finished Airing,Summer,2012,SILVER LINK.,Romance,
Kokoro Connect,1026,200,7.75,404968.0,798705,7790,TV,13,Finished Airing,Summer,2012,SILVER LINK.,Supernatural,
Trinity Seven,3729,201,7.07,440072.0,798467,3725,TV,12,Finished Airing,Fall,2014,Others,Action,Shounen
Trinity Seven,3729,201,7.07,440072.0,798467,3725,TV,12,Finished Airing,Fall,2014,Others,Comedy,Shounen
Trinity Seven,3729,201,7.07,440072.0,798467,3725,TV,12,Finished Airing,Fall,2014,Others,Fantasy,Shounen
Trinity Seven,3729,201,7.07,440072.0,798467,3725,TV,12,Finished Airing,Fall,2014,Others,Romance,Shounen
Trinity Seven,3729,201,7.07,440072.0,798467,3725,TV,12,Finished Airing,Fall,2014,Others,Ecchi,Shounen
Beastars,816,202,7.85,492547.0,791038,9356,TV,12,Finished Airing,Fall,2019,Orange,Drama,Shounen
Beastars,816,202,7.85,492547.0,791038,9356,TV,12,Finished Airing,Fall,2019,Orange,Slice of Life,Shounen
Banana Fish,133,203,8.49,339510.0,788944,28459,TV,24,Finished Airing,Summer,2018,MAPPA,Action,Shoujo
Banana Fish,133,203,8.49,339510.0,788944,28459,TV,24,Finished Airing,Summer,2018,MAPPA,Adventure,Shoujo
Banana Fish,133,203,8.49,339510.0,788944,28459,TV,24,Finished Airing,Summer,2018,MAPPA,Drama,Shoujo
Banana Fish,133,203,8.49,339510.0,788944,28459,TV,24,Finished Airing,Summer,2018,MAPPA,Suspense,Shoujo
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,145,204,8.45,453894.0,788824,11636,TV,12,Finished Airing,Winter,2021,White Fox,Drama,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,145,204,8.45,453894.0,788824,11636,TV,12,Finished Airing,Winter,2021,White Fox,Fantasy,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,145,204,8.45,453894.0,788824,11636,TV,12,Finished Airing,Winter,2021,White Fox,Suspense,
Fumetsu no Anata e,191,205,8.37,322858.0,785672,13251,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Adventure,Shounen
Fumetsu no Anata e,191,205,8.37,322858.0,785672,13251,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Drama,Shounen
Fumetsu no Anata e,191,205,8.37,322858.0,785672,13251,TV,20,Finished Airing,Spring,2021,"""Brains Base""",Supernatural,Shounen
Zero no Tsukaima,2875,206,7.24,446706.0,784750,7809,TV,13,Finished Airing,Summer,2006,J.C.Staff,Action,
Zero no Tsukaima,2875,206,7.24,446706.0,784750,7809,TV,13,Finished Airing,Summer,2006,J.C.Staff,Adventure,
Zero no Tsukaima,2875,206,7.24,446706.0,784750,7809,TV,13,Finished Airing,Summer,2006,J.C.Staff,Comedy,
